title,Departments,keywords
Waking the Sleeping Bear: Strategic Culture or Realism as Explinations for Russian Foreign Policy Behavior in Territorial Disputes,Political Science,"realism, strategic culture, russia"
What Makes Rivals Agree? IGO Mediation of Crises Between Strategic Rivals,Political Science,"rivalry, mediation, international governmental organizations, United Nations, India, Pakistan"
Pura Vida: Costa Rica's Dirty Secret; An Analysis of the Causes of Sex Trafficking in Costa Rica,Political Science,"sex trafficking, costa rica, latin america, human rights"
"Violent Sex Crime and Federal Legislation: the Effects of Federal Sex Crime Legislation Implementation, Crime Expenditures, and Population Demographics on State Level Forcible Rape Rates",Political Science,"sex-crimes, forcible rape, federal legislation, crime expenditures, implementation"
More Than Just a Meal: the Economic Utility of Social Capital in the Lives of the Poor,Political Science,"social capital, poverty, anti-poverty policy, participant observation, neo-liberalism, credit markets"
Violence without Verdicts: A Comparative Analysis of Social Movements and Race Relations in the United States and South Africa,Political Science,"Social movement, race relations, South African politics, police brutality, toilet wars, United States politics"
Soft Power in Hard Focus:  An Analytical Approach to Power in International Relations,Political Science,"Soft Power, Regression Analysis, United Nations, United States, Russia, Democracy"
The South Will Rise Again! A Study of the Effectivnes of South-South Trade Blocs,Political Science,"south-south trade, economic development, international trade, neo-marxism"
"Liberty, Security, and Judicial Review in the War on Terror: An Analysis of Supreme Court Approaches to Deference in a Post-9/11 Context",Political Science,"Supreme Court, Judicial Review, National Security, Civil Liberties, Judicial Deference"
An Examination of the Factors Necessary for Successful United Nations Intervention in Civil Wars,Political Science,"United Nations, peacekeeping, civil war"
Amish War Criminals and Fascist Hippies: How Combatants' Methods of Motivations Affect the Amount and Intensity of Their Nonmilitary Atrocities,Political Science,"warfare, terror, genocide, atrocities"
The Youth Unemployment Crisis Facing Welfare Regimes: How States Develop New Social Policy,Political Science,"welfare, Mettler, Andersen, youth, unemployment, spending"
The Political Consequence and Psychological Mechanisms of Dictatorial Cults of Personality,Political Science; Psychology,"comparative politics, dictatorship, authoritarianism, mortality salience, conformity, in-group bias"
How Inclusive Nationalism Implemented by the State can Prevent an Increase in Religious Polarization,Political Science; Religious Studies,"nationalism, polarization, religious, Turkey, Iran, identity, Preventative, Policy"
Restorative Reintegration: Restorative Justice and the Applications and Implications for Child Soldier Reintegration,Political Science; Religious Studies; Sociology and Anthropology,"child soldiers, restorative justice, international law, community, reintegration, re-entry"
"The ""Advocacy of Seeing"": Understanding the Culture of Non-Profit Organizations and its Effect on the Organization’s Interaction with the Issue of Access to Legal Counsel for Undocumented Immigrant Children in Legal Proceedings in the United States",Political Science; Sociology and Anthropology,"undocumented immigrant children, advocacy, capital, social construction"
"Body Wars: Nationalism, the State, and Wartime Sexual Violence in Guatemala and Sri Lanka",Political Science; Urban Studies,"sexual violence, civil war, feminism, rape, international relations"
Prism Adaptation and Attention Deficit Hyperactive Disorder,Psychology,"adhd, prism adaptation, motor learning"
"An Analysis of the Effects of Father Attachment on Sex, Love, Adult Attachment, and Hostility",Psychology,"adult attachment, father attachment, father involvement, heterosexual relationships, hostility, love attitudes, mother attachment, sex attitudes, social development"
"Beauty is in the ""I"" of the Beholder: An Analysis of the Effects of the Internalization of Media's Ideals on Body Image",Psychology,"appearance standards, body chagne behaviors, body image, body satisfaction, ideal body, internalization, mediators, media, media exposure, moderators, musculature, self-discrepancy, sociocultural pressures, social comparison"
The Real Face of Mental Illness: The Effects of Messaging on Attitudes Towards People with Severe Mental Illness,Psychology,"attitude change, schizophrenia, messaging"
The Call of the Wild (And the Caged): The Impact of a Zoo's Exhibition Styles on the Attitudes of Its Human Visitors,Psychology,"attitudes, zoo, human-animal interaction, perception, conservation"
Biological Sex Differences in Attraction and Proof of Worth,Psychology,"attraction, evolution, dating, proof of worth, biological sex differences"
Bad Kids These Days: Behavior Modification and Parental Perceptions of Children With Behavioral Disorders,Psychology,"behavioral disorders, children, parental perceptions, adhd, odd, cd"
Nurturing a Love for Nature: An Investigation of Parental Influence on Children’s Environmental Concern,Psychology,"child, parent, childhood experience, nature, environment"
Effects of Closing Arguments and Adult Age on False Memory and Jury Verdicts in a Simulated Trial Setting,Psychology,"closing arguments, false memory, age, jury verdicts"
Athletes' Self and Metaperceptions of the Coach-Athlete Relationship and Its Impact on Athletes,Psychology,"coach-athlete relationship, self-efficacy, relational-inferred self-efficacy, metaperceptions"
Coaching Behaviors' Effects on Athletes' Anxiety,Psychology,"coaching, anxiety, behaviors"
Empathy and Aggression: Exploring Cognitive and Emotional Empathy in Aggressive Video and Text,Psychology,"cognitive empathy, emotional empathy, empathy"
The Roles of Individual Personality and Statewide Personality on Individual Corporal Punishment Beliefs,Psychology,"corporal punshment, personality, geographic variation"
The Effects of Victim Attributes on Adolescents' Attitudes Towards Bullying,Psychology,"cyber bullying, verbal bullying, choice, attitudes, high school students"
Disaster Strikes: Perceived Effects of Hurricane Katrina on the People of New Orleans,Psychology,"disaster, religiosity, belief in a just world, resilience, satisfaction with life"
Context Dependent Effects of Educational Video Games in the Classroom,Psychology,"educational video games, context dependent theory"
Effects of Distraction and Warnings on Pain Perception,Psychology,effect of memory on pain
Empathizing with The Shadows: How Empathy Attitudes and Race Affect Social Welfare,Psychology,"empathy, unauthorized immigrants, immigration, illegal, mexican, race, ingroups, intergroup relations, social dominance, white privilege, prejudice, discrimination, stereotypes, narratives, stories, sergio garcia"
Climate Change in the Media: Collective Guilt and Behavioral Effects of News Reports and Environmental Identity,Psychology,"environmental identity, climate change, media, collective guilt, behavior"
The Effects of Human Facial Expression on Task Performance,Psychology,"facial, expression, task, performance, emotion"
The Effect of Modesty and Gender on the Perception of  Attractive and Unattractive Individuals,Psychology,"gender, modesty"
Propelling Them to Greatness? Helicopter Parenting Effects on First Year College Students,Psychology,"helicopter parenting, emerging adults, autonomy, communication"
Designing Messages to Promote Belief Change: Dispelling Myths in Human Trafficking,Psychology,"human trafficking, myths, belief change, belief formation, media, mass communication, knowledge"
"Monkey See Monkey Do: Imitation and Tool Use  in Cebus Apella Monkeys, Human Children, and Infants",Psychology,"imitation, tool use, social influence, cabus apella monkeys, children"
"Effects of Clothing, Body-Type, Perceived Athleticism, & Perceived GPA on Impression Formation of Athletes and Non-Athlete",Psychology,"impression formation, clothing, body-type, gpa, athletic ability, stereotypes"
I Have to Own That! Exploring the Relationship Between Impulsivity and Internet Shopping Behavior,Psychology,"impulse, self-control, internet, e-commerce"
Can Incentive Influence Susceptibility to Inattentional Blindness?,Psychology,"inattention, working memory, incentive, psychology"
Pornographic Influence: Men's Perception of Women and Their Relationship Reflections,Psychology,"keywords: pornographic influence, heterosexual male, stereotypes, relationships"
"Latino Students: The Relationship between Ethnic Identity and Attachment with Peers, Self-Efficacy, and Purpose in Life",Psychology,"Latino students, ethnic identity, attachment to peers, purpose in life, self-efficacy"
Transmediation and Technology in an Urban Calssroom Setting,Psychology,"learning, psychology, transmediation, BMPCS"
Testing the Limited Resource Model and Its Effect on Task Performance in Tufted Capuchin Monkeys (Cebus Apella),Psychology,"limited resource model, self-control, primate behavior"
"How We Seem ""To Be"": English- and Spanish-Speaking Children's Susceptibility to the Fundamental Attribution Error and Actor-Observer Bias",Psychology,"linguistic relativity, bilingualism, fundamental attribution error, sapir-whorf hypothesis, cognitive bias, actor-observer bias"
Affective Priming on Micro-Expression Recognition,Psychology,"micro-expression, emotion"
Effect of Parenting Style and Child Temperament on Moral Reasoning in Preschool Children,Psychology,"moral reasoning, child temperament, parenting style, preschool children development"
Influence of Reading Fairy Tales on Moral Reasoning in Pre-School Children,Psychology,"moral reasoning, fairy tales, moral dilemmas, preschool, children"
Multicultural Attitudes towards People with Mental Disorders,Psychology,"multicultural, stigma, mental disorders"
Thrills and Chills: Studying the Emotional and Physiological Responses of Listening to Pleasant and Unpleasant Music,Psychology,"music perception, skin conductance, emotion, valence"
Music Genres and Their Effects on Taste Perception,Psychology,"Music, Taste, Perception, Taste Perception"
Picture Books Worth a Thousand Words: A Narrative Analysis of Original and Re-Told Stories,Psychology,"narrative analysis, high-point analysis, multicultural, gender differences"
The Effects of Presentation and Individual Differences on  Narrative Engagement,Psychology,"narrative engagement, individual differences and media"
Drug Abuse Explored in Mice: Tolerance and Cross-Tolerance in Nicotine and Ethanol Using Siegel's Model,Psychology,"nicotine, ethanol, gateway theory, drug-abuse, siegel's model"
Male Objectification and Consumer Behavior: The Effect of Objectified Media Images on Male Consumer Behavior,Psychology,"objectification, drive for muscularity, social comparison, consumer behavior"
"Objectification vs. Subjectification: Effects of Priming Sexual Objectification, Body Competence, or Social Competence on Cognitive Function in Women",Psychology,"objectification, self-objectification, subjectification, cognitive function, women"
Group Interactions of Ostracized People,Psychology,"ostracism, group dynamics, cyberball, social exclusion"
Psychological Mechanisms of Risk Compensation in the Context of Physical Risk Taking Behaviors,Psychology,"pain, pain tolerance, risk compensation"
Detecting Major and Minor Keys in the Faces of Singers: The Importance of Facial Expression in Communicating Emotion in Music,Psychology,"Perception, Music, Multimodal, Multisensory, Visual, Singing, Performance"
"BIS/BAS, Need For Cognition, and the Framing Effect: Increasing Intentions to Read Before Class",Psychology,personality and the framing effect
The Personality of a Drug User: Personality's Effect on Perception of Anti-Drug Campaigns,Psychology,"personality, behavioral activation system, behavioral inhibition system, anti-drug campaign, moderators, gain-framed messaging, loss-framed messaging, approach, avoidance"
The Relationship Between Self-Efficacy and the Big Five Factors of Personality and Effects on Time-on-Task,Psychology,"personality, Big Five Factors, self-efficacy, perseverance, time-on-task"
Personality and the Transformation of Motivation in the Context of P&P Games,Psychology,"personality, Big Five inventory, D&D, Dungeons and Dragons, roleplaying, game, flow"
Smelling Personalities: Preferential Personality Traits Associated With Body Odor,Psychology,"personality, big five, evolutionary, attraction, pheromone, t-shirt"
"Women’s Menstrual Cycle, Buying Behaviours and Personality",Psychology,"personality, menstrual cycle, buying behaviours, spending, individual differences, moderation, self-regulation theory, women"
"Donate, Everybody's Doing It: Social Influences on Charitable Giving",Psychology,"philanthropy, charitable giving, prosocial behavior, giving, bystander effect, social comparison"
"Why Should I Run to Prevent Cancer? The Contributions of Perceived Similarity, Empathic Concern, and Relevance of Effort to the Martyrdom Effect",Psychology,"Philanthropy, donation, prosocial contributions, martyrdom effect, empathic concern, perceived similarity, empathy-induced altruism"
Effect of Power and Accountability on Cognitive Performance,Psychology,"power, accountability, tower of hanoi, executive functioning"
Power Posing in Space: How Posture and Space Interact to Influence Power and Abstract Thinking,Psychology,"power, posing, posture, space, abstract thinking, embodied cognition"
"What Really Matters? Predicting Latino Academic Achievement From Parenting, Self Efficacy, Stress, Number of Successful Relatives, and Demographic Variables",Psychology,predicting latino academic achievement
Enclothed Cognition and the Auditory Looming Bias: Connecting and Expanding Upon Research Within Two Branches of Psychology,Psychology,"Psychology, Auditory Looming, Enclothed Cognition, Evolutionary Psychology, Embodied Cognition, Perception"
Say What? The Use of Age As An Identifier on the Auditory Stroop Effect,Psychology,"psychology, auditory perception, age, stroop effect"
Effect of Language of Origin on Improvisational Jazz,Psychology,"psychology, language, music, npvi, jazz"
Reversing the Other Race Effect: The Influence of Emotional Facial Expression and Social Contact on Facial Recognition and Memory,Psychology,"race, other race effect, face memory, facial recognition, memory, facial expression, social contact, cross race effect"
"Sexism, Masculinity, and Entitlement as Predictors of Rape Culture Support, and the Role of Empathy as a Possible Explanation",Psychology,"Rape culture, Rape myths, Sexism, Entitlement, Masculinity, Femininity, Empathy"
Effects of Extraversion and Pain on Risk Taking in Male College Students,Psychology,"risk-taking, pain tolerance, pain threshold, extraversion"
Close to Home:  How a Rural Community Relates to College Decisions in High School Students,Psychology,"self-determination theory, autonomy, relatedness, rural students, college goals, future goals, culture of fear"
Insults to Significant Others,Psychology,significant others
An Application of the Theory of Planned Behavior to Sleep Behavior: Exploring Personality as a Moderator,Psychology,"sleep, personality, the Theory of Planned Behavior"
The Interaction Between the Physical Environment and Metaphysical States:  the Role of Social Anxiety and Stress in Informing Spatial Perception,Psychology,"spatial perception, stress, social anxiety"
The Effect of Stress on Eating and the Moderating Role of Mindfulness,Psychology,"stress, eating behaviors, mindfulness, obesity, BMI, physical activity"
Only YOU can Prevent Unsustainable Consumption: The Influence of Advertisement Appeals on Sustainable Consumerism,Psychology,"Sustainable Consumerism, Green Marketing, Advertisement Appeals"
Temporal Processing Across Geographic Regions: How Different Regions in the United States Perceive Punctuality,Psychology,"temporal processing, geographic regions, punctuality"
"""Hooked."" An Analysis of the Sexual Double Standard and the Effects of Alcohol on College Campus Heterosexual Casual Sexual Relationships",Psychology,"the hookup culture, casual sex, alcohol, gender differences"
The Effects of Trait-Anxiety on Young Children's Facial and Vocal Emotion Recognition and Attention,Psychology,"trait-anxiety, hypervigilant theory"
Clinical Predictors of Neuropsychological Outcomes in Persons With Moderate-Severe Traumatic Brain Injury in An Outpatient Rehabilitation Setting,Psychology,"traumatic brain injury, outpatient rehabilitation, injury severity, clinical predictors, neuropsychological outcomes"
Absentminded or Attentive: The Effect of Letter Case on Memory After an Interruption Applied to Patient Safety,Psychology,"typography, letter case, memory, interruption, healthcare, hospital, patient safety, identification"
Freedom isn’t Free: The Role of Political Orientation and Authoritarianism in Predicting Citizen’s Vaccination Attitudes,Psychology,"vaccines, political ideology, authoritarianism, affect, liberal, conservative"
Stereotypes About Parents in the Workplace: Bringing Kids to Work and the Effects on Person Perception,Psychology; Sociology and Anthropology,"gender, parenting, professionalism, workplace, gender role theory"
Cultural and Communicative Competency in a Second Language,Psychology; Spanish,"Sociocultural Theory, Zone of Promximal Development, Cultural Competency, Spanish, English, Linguistics, Psychology"
Not Your Grandmother's Pro-Life Movement: The Changing Face of the American Pro-Life Movement,Religious Studies,"abortion, pro-life, pro-life movement, pro-life feminism"
The Role of Normativity and Discourses of Authenticity in Religious Studies,Religious Studies,"authenticity, normativity, religious studies"
The Influence of Christianity and Chinese Culture on Chinese Christian Married Couples in Northeast Ohio,Religious Studies,"Chinese, Christianity, Marriage, China, Religion, Culture, Family, Community, Christian"
Analyzing Christianity's Eco-Conscience: A Study of God and the Environment,Religious Studies,"Christianity, eco-conscience, environment, stewardship, creation care, asceticism, dark green religion, deep ecology"
Coffee Shop Spirituality on the Internet: Strategies of Epistemology at Work in Digital Religion,Religious Studies,"digital religion, online religion, epistemology, third space"
“…In the Breaking of the Bread”: An Analysis of Food Culture and Ritual at The Abbey of Gethsemani,Religious Studies,"food, religion, Gethsemani, monk, monasticism, culture, ritual"
What Would Jesus Cover? An Examination of the Moral Failures of the United States Health Care System,Religious Studies,"health care, morality, free clinics"
Interfaith Dialogue: Engaging Children,Religious Studies,interfaith dialogue
"Hospitality, Homosexuality, and Hazel-Nut Hurling: a Comparison of Genesis 19 Between Judaism and Islam Through Midrash and Tafsir",Religious Studies,"judaism, islam, genesis 19, midrash, tafsir, exegesis"
"Gay, Asian, and Religious:  the Search For Religious Community By Queer Asian Americans",Religious Studies,"queer asian americans, asian americans, queer, theology, queer theology, asian american theology, bay area, lgbt, asia, religious community"
Science and Religion' or 'Scieligion'?: the Relationship Between Science and Religion and the Possibilities of the Integration of the Two,Religious Studies,"science, religion, integration, religious studies"
"Spirosony:  Music and Spirituality, the Practice of Presence - A Case Study in Gregorian Chant and  Human Manifestations of Spirituality through Music",Religious Studies,"spirosony, spirosonance, theosonance, music, spirituality, gregorian chant, chant, monasticism, music and spirituality, spiritual music, monastic spirituality"
Now I Walk in Beauty: A Comparative Examination of Historical and Contemporary Native American Religious Traditions Through the Lakota and Shoshone-Bannock Sun Dances,Religious Studies,"sun dance, shoshone-bannock, lakota, native american religion"
Space Oddity: An Exploration of Religious Success in Emergent UFO Religions,Religious Studies,"ufo religions, new religious movements"
"People and Plants in a Rust Belt City: a Critical Analysis of Urban Agriculture in Cleveland, Ohio Using a Sustainable Development Framework",Religious Studies,"urban agriculture, sustainable development"
Profane or Profound?: An Examination of Satirized Religion in British and American Culture through the works of South Park and Monty Python,Religious Studies; Sociology and Anthropology,"religion, satire, South Park, Monty Python, American Culture, British Culture"
Finding the Cross in a World Without God,Religious Studies; Sociology and Anthropology,"theology, God, Postmodern, Lewis, Bonhoeffer"
Pray the Gay Away: An Examination of Masculinity in the Ex-Gay Movement,"Religious Studies; Women’s, Gender, and Sexuality Studies","ex-gay, masculinity"
Our Crimea or Our Can of Worms? (____ ___ ___  ___ ____?): A Russian media portrayal of the 2014 Crimean crisis,Russian Studies,"Crimean crisis, Ukraine, Russia, Crimea, media portrayal, history"
"Chekhov: a Response to Romantic Solopsism  in the ""Little Trilogy""",Russian Studies,solopsism romanticism enlightenment russian studies anton chekhov goethe german
Big Brothers and Barbarians: the Role of Images and Perceptions in Russia's Foreign Policy,Russian Studies; International Relations,culture and russian foreign policy
"""You Laugh and Cry from the Same Mouth"": An Exploration of Successful Aging in Contemporary Russia",Russian Studies; Sociology and Anthropology,"Russia, aging, women, anthropology"
"Eat Until You're Full: The Pursuit of Autonomy and Health through the Adoption of Organic Agriculture in Mae Ta, Thailand",Sociology and Anthropology,"agrarian change, thailand, structural violence, autonomy, occupational health"
Theatre & Social Movements: An Analysis of the Normal Heart,Sociology and Anthropology,"aids, theatre, gay, social movements, identity"
Man vs Wild: An Anthropological Examination of Big Game Hunting Culture within the United States,Sociology and Anthropology,"anthropology, big game hunting"
"“We don’t need her anymore”: An Ethnographic Analysis of the Relationship Between International Aid and Non-Government Organizations with Child Vulnerability in Port-au-Prince, Haiti",Sociology and Anthropology,"anthropology, child vulnerability, international aid, non-government organizations, Haiti"
"The Molding of Black Men’s Identity: Exploring Narratives on the Understanding of Institutional Influences on the Construction, Perception, and Performance of Black Masculinity",Sociology and Anthropology,"black masculinity, low socioeconomic backgrounds, young black men, educated men and non educated men"
Spontaneous Combustion: Examining the Spectacle of Burning Man,Sociology and Anthropology,"Burning Man, Sociology, Debord, Art, Play, Spontaneity"
"Why Steal Cars, Why Not? Current Trends in Car Theft",Sociology and Anthropology,car theft
Laughter in Context: Theoretical Discussions of Humor and Stand-up Comedy,Sociology and Anthropology,"Comedy, Humor, Stand-up Comedy, Laughter, Ethnomethodology"
"Cooperation, Commitment, and Sharing: a Qualitative Analysis of a Secular Intentional Community",Sociology and Anthropology,"community, commune, secular, shared values"
Stuck In the Middle with You: Non-Western Medical Practices in Biomedical Hospital Settings,Sociology and Anthropology,"complementary medicine, alternative medicine, integrative medicine"
These Colors Don't Run: An Examination of the Confederate Flag's Place in Modern America,Sociology and Anthropology,"Confederate Flag, American South, Racism, Heritage, SCV"
"Medicine, Endangered: Conservation and Health Care in Conflict, Comparative Case Studies in Tanzania",Sociology and Anthropology,"Conservation, Maasai, Medicinal Plants, Tanzania"
How do Correctional Programs Help Ex-Offenders Obtain Employment after going through Reentry?,Sociology and Anthropology,"correctional programs, reentry, employment, stigma, label theory, general strain theory, substance abuse, correctional institution"
"Beyond Accessibility: An Examination of the Relationship Between Socioeconomic Class, Technology, and Student Success",Sociology and Anthropology,"cultural capital, Bourdieu, class, education"
Maize and Clay: An Evaluation of Human Dental Health From Preagricultural to Agricultural Subistenece,Sociology and Anthropology,"dental health, evolutionary medicine, subsistence"
"""In-Situ: The Social-Spatial Symbolic Implications of Neighborhood Redevelopment in Post-Industrial Detroit""",Sociology and Anthropology,"Detroit, Urban Redevelopment, Visual Methodology, Resident Perspective, Exploratory, Photography, Blight"
“There’s a Time and a Place for Everything...It’s Called Fanfiction”: Investigating the Construction of Queer Women’s Sexual Identities through Doctor Who Fanfiction,Sociology and Anthropology,"Doctor Who, fanfiction, virtual community"
Educational Inequality: A Case Study of a Non-Profit’s Approach to Achieve Academic Excellence,Sociology and Anthropology,"education inequality, racial inequality, student achievement, resource scarcity"
American Co-eds and the Great Recession: A Study of Job Opportunities for Recent College  Graduates Based Upon the Decade of Graduation,Sociology and Anthropology,"education, recession, employment"
Whistling Jesters and Talking Donkeys: An Ethnographic Study of Renaissance Faire Humor,Sociology and Anthropology,"ethnography, humor, anthropology, joking, renaissance faire, renaissance festival"
Effects of Socioeconomic Status and Family Structure on the Frequency and Quality of Family Meals,Sociology and Anthropology,"Family, Mealtime"
Effects of Socioeconomic Status and Family Structure on the Frequency and Quality of Family Meals,Sociology and Anthropology,"family, mealtime"
"The Good Farmer, the Productive Farmer: Paradigms and Worldviews in Contemporary U.S. Agriculture",Sociology and Anthropology,"farming, paradigms"
Negotiating a New Feminism: Do Asian Values and Westernization Collide? - A Study of College-Age Students' Perceptions of Feminism in Singapore,Sociology and Anthropology,"feminism, Singapore, solidarity, westernization, Asia, culture, pedagogy"
I'll Have Fries With That: Eating Preferences of School Children in the Wooster Community,Sociology and Anthropology,"food choice, nutrition, student diet"
When Is a Food Desert Not a Food Desert? Construction of Food Environment in Inner City Cleveland,Sociology and Anthropology,"food desert, cleveland, quantiative, food access, food environment"
From Apples to Zucchini: Bridging the Gap Between Students and Local Producers Through the Implementation of a Farm to School Program,Sociology and Anthropology,"food, farm, school, local"
Are You Ready For Some Football? Why Football Is the Dominant Sport in American Sport Culture,Sociology and Anthropology,football american culture
Breaking Down the Bones: Understanding the Occupation of Forensic Anthropology,Sociology and Anthropology,"forensic anthropology, ethnography"
Foster Care Workers and Aging Out Youth: Neglected by the Inequalities of the Child Welfare System,Sociology and Anthropology,"foster care system, social workers"
"Deconstructing Biological Determinism: An Exploration of the Interrelations Between Gender, Monogamy, and Infidelity Among College Students",Sociology and Anthropology,"gender, monogamy, infidelity, anthropology"
"Live From New York, it's a Performance in a Performance: An Examination of How Gender, Gender Performance, and How Individuals Behave in Social Interactions can be Viewed in the Program Saturday Night Live",Sociology and Anthropology,"gender, Saturday Night Live, humor, social interaction, performance, gender performativity"
My Bitch Bad Looking Like a Bag of Money: Gender Roles in Hip-Hop and How They Affect the Identities of Women Consumers.,Sociology and Anthropology,"gender, women, hip-hop, identities, influences"
Conversations in the Gallery: Uncovering Perceptions of Race through the Work of Hank Willis Thomas within a Museum Setting,Sociology and Anthropology,"Hank Willis Thomas, museum studies, museum anthropology, race and ethnicity"
"Spirits, Magic, and the Clinic: Healing Practices in a Karen Village in Northwest Thailand",Sociology and Anthropology,"health, healthcare"
Diasporic Wedding Culture: How Wedding Rituals and Symbols Confirm the Creation of a Multicultural Gender and Ethnic Identity Among Hindu-American Women,Sociology and Anthropology,"hindu-american, wedding, rituals, ceremonies, gender, ethnicity, multiculturalism, multivocal symbols"
No Fracking Way: Activists' Motivations For Participating in An Environmental Justice Campaign,Sociology and Anthropology,"hydraulic fracturing, environmental justice, activism, motivations, pro-environmental action"
Life After Forced Migration: An Assessment of How Community Cultural Centers Aid in the Negotiation of Tibetan Cultural Identity within the Tibetan Diaspora,Sociology and Anthropology,"identity, diaspora, Tibet, United States, culture, negotiation, preservation"
"Bindis and Blue Jeans, Saris and Starbucks: An Analysis of Identity Among First and Second-Generation Indian Immigrants",Sociology and Anthropology,"identity, globalization, indian immigrants"
The Sacred “In-Between”: The Multiple Narratives of Multiracial and Transnational People,Sociology and Anthropology,"Iran, America, transnational Diaspora, mixed"
Benvenuto a Roma! An Investigation of the Impact of Tourism on Roman People and Culture,Sociology and Anthropology,"italy, tourism, commodification, authenticity"
Put Him in Grandma's House: Investigating Variation in Kinship Policy and Procedure across Ohio's County-based Child Welfare System,Sociology and Anthropology,"kinship, foster care, family, child welfare, Ohio, policy"
Capturing Identity: A cross-generational photo project on Mapuche self-identification,Sociology and Anthropology,"Mapuche, Indigenous Identity, Photovoice"
"Goin' to the Chapel, Gonna Get Married: An Examination of Why Young Adults Want to Get Married",Sociology and Anthropology,"marriage, millenials"
Chevrolet Corvette: Shaping American Masculine Identity in Post World War II America,Sociology and Anthropology,"masculinity, american, automobiles"
"Formation of Masculinity: Analyzing the Perception and Development of ""Maleness"" in Boys",Sociology and Anthropology,"masculinity, maleness, boys, identity, father figures, role models, symbolic interactionism, strategic interaction, erving goffman, the generalized other, interaction tendencies, total institution, partial institution"
"Adam, Eve, & Lucy: An Ethnographic Study of How Two Museums Display Human Origins",Sociology and Anthropology,"museum, anthropology, museum anthropology, creationism, creation museum, natural history museum, Pierre Bourdieu"
Social Responsibility and Awareness in the Museum: a Case Study of the Empowering Women Exhibit at Carnegie Museum of Natural History,Sociology and Anthropology,"museum, cooperatives"
"Where Should We Look? Accountability, Stakeholder Relationships, and the Role of an NGO as a Secondary Political Institution in Tanzania: A Case Study Analysis",Sociology and Anthropology,"NGOs, Stakeholders, Secondary Political Systems, Tanzania"
"Riding the Red Wave:   Constructing Pan-Oceanic Identity at the Oceania Center For Arts,  Culture and Pacific Studies",Sociology and Anthropology,"pan-oceanic, identity"
The Modern Parent-Teacher Relationship: How Teachers' Perceptions of Parents Affect Communication,Sociology and Anthropology,"parent, teacher, parent-teacher relationship, communication, perceptions"
"If My Kids Aint Got Me, They Got Nobody Parents' Perceptions of Their Child's High School",Sociology and Anthropology,"perceptions, parents, high school, children, socioeconomic classes, race"
"""I Wouldn't Wish That on My Worst Enemy"" An Analysis of The Effects of Gendered Expectations on Women in Poverty Through Social Service Access",Sociology and Anthropology,"Poverty, Gender, Social Justice, Interaction"
Prisoner Reentry and the Reentry Court System,Sociology and Anthropology,"prisoner reentry, reentry court, housing, employment, education, recidivism"
Stimulating Academia: The Beliefs and Perceptions Associated with Psychostimulant Use on College Campuses,Sociology and Anthropology,"Psychostimulant Use, Study Drugs, Performance-Enhancing Drugs (PEDS), Rationalizations"
An Indelible Mark: Support Networks and Institutional Interactions for Veterans with Post-Traumatic Stress Disorder,Sociology and Anthropology,"ptsd, post-traumatic stress disorder"
"Commodifying Quinoa: From Andean ""Mother Grain"" to Modern ""Superfood""",Sociology and Anthropology,"Quinoa, Food Anthropology, Commodification, Fetishization"
Music and Identity in Korean American Communities:  The Effect of Racial and Ethnic Identity on Korean Americans’ Music Taste,Sociology and Anthropology,"Race, Ethnicity, Identity, Music Taste, K-Pop, Korean, Korean American, Asian American"
From Refugee Camp to College Campus: Exploring the Role of Educators on Refugee Students’ Views on Higher Education,Sociology and Anthropology,"Refugee, education, higher education, role of educators"
"Check Here to Become an Organ Donor: A Comparative Analysis of Varying Religious Institutions Views on Organ Transplantation, and the Role of the State",Sociology and Anthropology,"religion, organ donation, Titmuss, Foucault, biopower, United Kingdom, Christianity, Islam, Judaism, Buddhism"
Measuring Inequality: a Sociological Look at Alternative Schooling,Sociology and Anthropology,school inequality
Getting More Than Meals on Wheels:  Report and Analysis on Perspectives of the Transportation Needs of Senior Citizens,Sociology and Anthropology,"senior citizens, mobility, unmet needs, independence, inconvenience, increased coordination, ridesharing, transportation policy"
"""Women are not just reproductive beings"": A Qualitative Analysis of Sexual and Reproductive Rights in India",Sociology and Anthropology,"Sexual and Reproductive Health and Rights, India, Senior Independent Study"
Single Black Mothers: The Construction of Single Black Mothers and How That Construction Affects Them,Sociology and Anthropology,single Black mothers
"The Moroccan Example: “Coming Movements,” Communities, and Lived Experience in Contemporary Protest",Sociology and Anthropology,"Social Movements, Arab Spring, Morocco, February 20th Movement, Giorgio Agamben, Community"
"Encounters of Food in the American Prison System: From Green Bologna to Nutraloaf in the Prison ""Chow Hall""",Sociology and Anthropology,"Sociology and Anthropology, criminology, food"
Grand Forks Kept the Faith,Sociology and Anthropology,"Sociology and Anthropology, natural disasters, population, geography, social capital"
"Democracy Inaction?: How ""Fake News"" Is Defining American Citizenship",Sociology and Anthropology,"Sociology and Anthropology, political satire, jornalism, citizenship, united states"
"Social Boundaries: How they are Formed, when they are Reinforced, when they are Broken Down, and why",Sociology and Anthropology,"Sociology and Anthropology, social boundaries, formation of social group"
#*$! Censorship: A Cross Cultural Comparison of Censorship in Film in the United States and Spain,Sociology and Anthropology,"Spain, America, Francoism, censorship"
Sport As a Vehicle For Fostering Environmental Consciousness: An Examination of Ultimate Frisbee in the United States,Sociology and Anthropology,"sports, anthropology, ultimate frisbee"
